STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002541,CID000002585,C0015256,Excoriation
CID000002541,CID000002585,C0018674,head injury
CID000002541,CID000002585,C0016204,flatulence
CID000002541,CID000002585,C0086769,panic attack
CID000002541,CID000002585,C0020458,hyperhidrosis
CID000002541,CID000002585,C0020615,hypoglycaemia
CID000002541,CID000002585,C0012833,dizziness
CID000002541,CID000002585,C0020598,Blood calcium decreased
CID000002541,CID000002585,C0151723,Hypomagnesaemia
CID000002541,CID000002585,C1260880,rhinorrhea
CID000002541,CID000002585,C0014130,endocrine disorder
CID000002541,CID000002585,C0242379,lung neoplasm malignant
CID000002541,CID000002585,C0004096,asthma
CID000002541,CID000002585,C0085624,burning sensation
CID000002541,CID000002585,C0034065,Embolism pulmonary
CID000002541,CID000002585,C0032326,pneumothorax
CID000002541,CID000002585,C0002792,anaphylactic reaction
CID000002541,CID000002585,C0041755,ADVERSE DRUG EFFECT
CID000002541,CID000002585,C0018989,hemiparesis
CID000002541,CID000002585,C0036974,cardiovascular collapse
CID000002541,CID000002585,C0035410,rhabdomyolysis
CID000002541,CID000002585,C0035309,Disorder Retinal
CID000002541,CID000002585,C0231218,Feeling unwell
CID000002541,CID000002585,C0014724,belching
CID000002541,CID000002585,C0022346,icterus
CID000002541,CID000002585,C0005779,Clotting
CID000002541,CID000002585,C0878544,Cardiomyopathy
CID000002541,CID000002585,C0030554,Paraesthesia
CID000002541,CID000002585,C0023418,Leukaemia
CID000002541,CID000002585,C0018808,cardiac murmur
CID000002541,CID000002585,C0015806,femoral neck fracture
CID000002541,CID000002585,C0149756,fascitis plantar
CID000002541,CID000002585,C0018800,cardiac enlargement
CID000002541,CID000002585,C0018801,cardiac failure
CID000002541,CID000002585,C0041582,ulcer
CID000002541,CID000002585,C0042373,angiopathy
CID000002541,CID000002585,C0162316,iron deficiency anaemia
CID000002541,CID000002585,C0002878,haemolytic anaemia
CID000002541,CID000002585,C0022660,acute kidney failure
CID000002541,CID000002585,C0009938,bruise
CID000002541,CID000002585,C0008767,Scar
CID000002541,CID000002585,C0021400,flu
CID000002541,CID000002585,C0151514,atrophy of skin
CID000002541,CID000002585,C0020672,decreased body temperature
CID000002541,CID000002585,C0008312,primary biliary cirrhosis
CID000002541,CID000002585,C0039231,heart rate increased
CID000002541,CID000002585,C0022116,ischaemia
CID000002541,CID000002585,C0026267,mitral valve prolapse
CID000002541,CID000002585,C0149726,pulmonary mass
CID000002541,CID000002585,C0149721,left ventricular hypertrophy
CID000002541,CID000002585,C0020461,Excess potassium
CID000002541,CID000002585,C0575090,balance disorder
CID000002541,CID000002585,C0038358,gastric ulcer
CID000002541,CID000002585,C0277925,Cold extremities
CID000002541,CID000002585,C0149684,colon polypectomy
CID000002541,CID000002585,C0011168,deglutition disorder
CID000002541,CID000002585,C0039503,Tendinitis
CID000002541,CID000002585,C0003126,anosmia
CID000002541,CID000002585,C0152025,polyneuropathy
CID000002541,CID000002585,C0013144,drowsiness
CID000002541,CID000002585,C0152029,nasal sinus congestion
CID000002541,CID000002585,C0013362,dysarthria
CID000002541,CID000002585,C0031154,peritonitis
CID000002541,CID000002585,C0011606,dermatitis exfoliative
CID000002541,CID000002585,C0030305,pancreatitis
CID000002541,CID000002585,C0033687,proteinuria
CID000002541,CID000002585,C0039621,tetany
CID000002541,CID000002585,C0009144,coated tongue
CID000002541,CID000002585,C0423798,Easy bruisability
CID000002541,CID000002585,C0011175,dehydration
CID000002541,CID000002585,C0014118,endocarditis
CID000002541,CID000002585,C0040997,trigeminal neuralgia
CID000002541,CID000002585,C0003504,aortic regurgitation
CID000002541,CID000002585,C0002962,angina
CID000002541,CID000002585,C0018932,haematochezia
CID000002541,CID000002585,C0314719,dry eye
CID000002541,CID000002585,C0021141,ADH inappropriate
CID000002541,CID000002585,C0231528,aching muscles
CID000002541,CID000002585,C0438215,Abnormal Laboratory Findings
CID000002541,CID000002585,C0497247,arterial pressure NOS increased
CID000002541,CID000002585,C0003864,arthritis
CID000002541,CID000002585,C0020649,arterial pressure NOS decreased
CID000002541,CID000002585,C0009375,colon neoplasm
CID000002541,CID000002585,C0009376,colonic polyp
CID000002541,CID000002585,C0018681,Head ache
CID000004543,CID000004599,C0235527,right heart failure
CID000004543,CID000004599,C0004604,Back Ache
CID000004543,CID000004599,C0015967,body temperature increased
CID000004543,CID000004599,C0036202,sarcoidosis
CID000004543,CID000004599,C0013182,Drug hypersensitivity
CID000004543,CID000004599,C0476427,abnormal cervical smear
CID000004543,CID000004599,C0042029,Infection Urinary Tract
CID000004543,CID000004599,C0020538,High blood pressure
CID000004543,CID000004599,C0678222,Breast cancer
CID000004543,CID000004599,C0221706,road traffic accident
CID000004543,CID000004599,C0030554,Paraesthesia
CID000004543,CID000004599,C0008033,pleural pain
CID000004543,CID000004599,C0017168,acid reflux
CID000004543,CID000004599,C0085605,Hepatic failure
CID000004543,CID000004599,C0018916,haemangioma
CID000004543,CID000004599,C0030193,Pain
CID000004543,CID000004599,C0038019,spondylosis
CID000004543,CID000004599,C0030196,Extremity pain
CID000004543,CID000004599,C0027497,nausea
CID000004543,CID000004599,C0032300,lobar pneumonia
CID000004543,CID000004599,C0007859,cervicalgia
CID000004543,CID000004599,C0016382,facial flushing
CID000004543,CID000004599,C0038454,apoplexy
CID000004543,CID000004599,C0029927,Ovarian Cyst
CID000004543,CID000004599,C0032285,neumonia
CID000004543,CID000004599,C0037199,Sinusitis
CID000004543,CID000004599,C0344232,blurred vision
CID000004543,CID000004599,C0010200,Cough
CID000004543,CID000004599,C0020517,allergies
CID000004543,CID000004599,C0020458,hyperhidrosis
CID000004543,CID000004599,C0028081,night sweat
CID000004543,CID000004599,C0020615,hypoglycaemia
CID000004543,CID000004599,C0012833,dizziness
CID000004543,CID000004599,C0015672,Fatigue
CID000004543,CID000004599,C0028734,nocturia
CID000004543,CID000004599,C0267716,incisional hernia
CID000004543,CID000004599,C0004093,asthenia
CID000004543,CID000004599,C0011991,diarrhea
CID000004543,CID000004599,C0006277,bronchitis
CID000004543,CID000004599,C0037763,muscle spasm
CID000004543,CID000004599,C0016059,fib
CID000004543,CID000004599,C0007868,cervical dysplasia
CID000004543,CID000004599,C0020443,elevated cholesterol
CID000004543,CID000004599,C0041755,ADVERSE DRUG EFFECT
CID000004543,CID000004599,C0040822,tremor
CID000004543,CID000004599,C0018989,hemiparesis
CID000004543,CID000004599,C0024117,chronic obstructive airway disease
CID000004543,CID000004599,C0010692,Bladder inflammation
CID000004543,CID000004599,C0152128,drug withdrawal
CID000004543,CID000004599,C0043096,loss of weight
CID000004543,CID000004599,C0015230,eruption
CID000004543,CID000004599,C0011615,allergic dermatitis
CID000004543,CID000004599,C0022346,icterus
CID000004543,CID000004599,C0019270,hernia
CID000004543,CID000004599,C0085631,agitated
CID000004543,CID000004599,C0018808,cardiac murmur
CID000004543,CID000004599,C0398353,Hypoventilation
CID000004543,CID000004599,C1269683,major depression
CID000004543,CID000004599,C0149514,acute bronchitis
CID000004543,CID000004599,C0027769,nervous tension
CID000004543,CID000004599,C0023890,cirrhosis
CID000004543,CID000004599,C0023895,disease of liver
CID000004543,CID000004599,C0518988,dental abscess
CID000004543,CID000004599,C0018799,cardiac disease
CID000004543,CID000004599,C0242362,Intervertebral Disc Herniation
CID000004543,CID000004599,C0008312,primary biliary cirrhosis
CID000004543,CID000004599,C0085649,edema extremities
CID000004543,CID000004599,C1510472,Drug addiction
CID000004543,CID000004599,C0038358,gastric ulcer
CID000004543,CID000004599,C0149931,migraine
CID000004543,CID000004599,C0026821,cramp
CID000004543,CID000004599,C0013144,drowsiness
CID000004543,CID000004599,C0021311,infection
CID000004543,CID000004599,C0262365,abnormal mammogram
CID000004543,CID000004599,C0013362,dysarthria
CID000004543,CID000004599,C0042487,phlebothrombosis
CID000004543,CID000004599,C0022408,arthropathy
CID000004543,CID000004599,C0030305,pancreatitis
CID000004543,CID000004599,C0006852,candidiasis of vagina
CID000004543,CID000004599,C0019158,hepatitis
CID000004543,CID000004599,C0438215,Abnormal Laboratory Findings
CID000004543,CID000004599,C0018188,granuloma
CID000004543,CID000004599,C0013404,Difficulty breathing
CID000004543,CID000004599,C0011860,Mod
CID000004543,CID000004599,C0008350,cholelithiasis
CID000004543,CID000004599,C0917801,insomnia
CID000004543,CID000004599,C1384666,Decreased hearing
CID000004543,CID000004599,C0042963,emesis
CID000004543,CID000004599,C0003467,Anxiety
CID000004543,CID000004599,C0003862,Aching joints
CID000004543,CID000004599,C0178282,Abdominal hernia
CID000004543,CID000004599,C0003864,arthritis
CID000004543,CID000004599,C0020649,arterial pressure NOS decreased
CID000004543,CID000004599,C0018681,Head ache
CID000004917,CID000019090,C0008325,cholecystitis
CID000004917,CID000019090,C0085602,excessive thirst
CID000004917,CID000019090,C0004604,Back Ache
CID000004917,CID000019090,C0151636,Extrasystoles Ventricular
CID000004917,CID000019090,C0027404,narcolepsy
CID000004917,CID000019090,C0039240,Supraventricular tachycardia
CID000004917,CID000019090,C0001418,adenocarcinoma
CID000004917,CID000019090,C0027051,heart attack
CID000004917,CID000019090,C0011616,contact dermatitis
CID000004917,CID000019090,C0267112,erosive gastritis
CID000004917,CID000019090,C0242528,azotaemia
CID000004917,CID000019090,C0027726,nephrotic syndrome
CID000004917,CID000019090,C0009676,confusion
CID000004917,CID000019090,C0042029,Infection Urinary Tract
CID000004917,CID000019090,C0038454,apoplexy
CID000004917,CID000019090,C0149801,urosepsis
CID000004917,CID000019090,C0000731,abdominal distension
CID000004917,CID000019090,C0003874,Arthritis bacterial
CID000004917,CID000019090,C0011880,diabetic acidosis
CID000004917,CID000019090,C0342579,Electrolyte disorder
CID000004917,CID000019090,C0035522,rib fracture
CID000004917,CID000019090,C0024121,lung neoplasms
CID000004917,CID000019090,C0002871,anaemia
CID000004917,CID000019090,C0005747,Blepharospasm
CID000004917,CID000019090,C0003811,Arrhythmia
CID000004917,CID000019090,C0037998,Splenic infarction
CID000004917,CID000019090,C0018188,granuloma
CID000004917,CID000019090,C0019294,Hernia Inguinal
CID000004917,CID000019090,C0017168,acid reflux
CID000004917,CID000019090,C0242184,hypoxia
CID000004917,CID000019090,C0036983,septic shock
CID000004917,CID000019090,C0028259,nodule
CID000004917,CID000019090,C0080274,bladder retention
CID000004917,CID000019090,C0018916,haemangioma
CID000004917,CID000019090,C0030193,Pain
CID000004917,CID000019090,C0025286,meningioma
CID000004917,CID000019090,C0032305,Pneumocystis carinii pneumonia
CID000004917,CID000019090,C0085682,Hypophosphataemia
CID000004917,CID000019090,C0020621,hypokalaemia
CID000004917,CID000019090,C0003850,arteriosclerosis
CID000004917,CID000019090,C0003962,ascites
CID000004917,CID000019090,C0522055,abnormal ECG
CID000004917,CID000019090,C0002064,respiratory alkalosis
CID000004917,CID000019090,C0015544,failure to thrive
CID000004917,CID000019090,C0004144,atelectasis
CID000004917,CID000019090,C0750426,increased white blood cell count
CID000004917,CID000019090,C0032285,neumonia
CID000004917,CID000019090,C0149778,soft tissue infection
CID000004917,CID000019090,C0003862,Aching joints
CID000004917,CID000019090,C0034155,thrombotic microangiopathy
CID000004917,CID000019090,C0235974,pancreatic cancer
CID000004917,CID000019090,C0011334,dental caries
CID000004917,CID000019090,C0019112,haemorrhoids
CID000004917,CID000019090,C0497247,arterial pressure NOS increased
CID000004917,CID000019090,C0012833,dizziness
CID000004917,CID000019090,C0019212,hepatorenal syndrome
CID000004917,CID000019090,C0265031,Bleeding hemorrhoids
CID000004917,CID000019090,C0015672,Fatigue
CID000004917,CID000019090,C0235946,cerebral atrophy
CID000004917,CID000019090,C0221776,mouth pain
CID000004917,CID000019090,C0023798,lipoma
CID000004917,CID000019090,C0004093,asthenia
CID000004917,CID000019090,C0750876,phlebitis superficial
CID000004917,CID000019090,C0011849,Diabetes
CID000004917,CID000019090,C0006277,bronchitis
CID000004917,CID000019090,C0034065,Embolism pulmonary
CID000004917,CID000019090,C0262493,gallbladder polyp
CID000004917,CID000019090,C0017181,gastrointestinal bleed
CID000004917,CID000019090,C0034063,lung edema
CID000004917,CID000019090,C0156181,peritoneal adhesions
CID000004917,CID000019090,C0020443,elevated cholesterol
CID000004917,CID000019090,C0033036,atrial ectopic beats
CID000004917,CID000019090,C0041755,ADVERSE DRUG EFFECT
CID000004917,CID000019090,C0013922,embolism
CID000004917,CID000019090,C0024115,Disorder Lung
CID000004917,CID000019090,C0024050,lower GI bleeding
CID000004917,CID000019090,C0035410,rhabdomyolysis
CID000004917,CID000019090,C0016169,fistula
CID000004917,CID000019090,C0152128,drug withdrawal
CID000004917,CID000019090,C0004626,bacterial pneumonia
CID000004917,CID000019090,C0042384,angiitis
CID000004917,CID000019090,C0043096,loss of weight
CID000004917,CID000019090,C0018099,gout
CID000004917,CID000019090,C0043094,weight gain
CID000004917,CID000019090,C0007642,cellulitis
CID000004917,CID000019090,C0011615,allergic dermatitis
CID000004917,CID000019090,C0009806,constipated
CID000004917,CID000019090,C0005779,Clotting
CID000004917,CID000019090,C0030554,Paraesthesia
CID000004917,CID000019090,C0392525,Nephrolithiasis
CID000004917,CID000019090,C0158252,intervertebral disc disorder
CID000004917,CID000019090,C0018965,blood in urine
CID000004917,CID000019090,C0018802,Cardiac decompensation
CID000004917,CID000019090,C0038363,aphthous stomatitis
CID000004917,CID000019090,C0149514,acute bronchitis
CID000004917,CID000019090,C0235896,lung infiltration
CID000004917,CID000019090,C0575081,Abnormal Gait
CID000004917,CID000019090,C0042373,angiopathy
CID000004917,CID000019090,C0005961,bone marrow transplant
CID000004917,CID000019090,C0917799,excessive sleepiness
CID000004917,CID000019090,C0022661,Chronic Kidney Disease
CID000004917,CID000019090,C0022660,acute kidney failure
CID000004917,CID000019090,C0020672,decreased body temperature
CID000004917,CID000019090,C0008311,Cholangitis
CID000004917,CID000019090,C0018946,hematoma subdural
CID000004917,CID000019090,C0039239,sinus tachycardia
CID000004917,CID000019090,C0026265,mitral valve disease NOS
CID000004917,CID000019090,C0020542,pulmonary hypertension
CID000004917,CID000019090,C0019557,hip fracture
CID000004917,CID000019090,C0311394,difficulty in walking
CID000004917,CID000019090,C0020461,Excess potassium
CID000004917,CID000019090,C1510471,hypovitaminosis
CID000004917,CID000019090,C0030312,bone marrow failure
CID000004917,CID000019090,C0162529,colitis ischemic
CID000004917,CID000019090,C0011168,deglutition disorder
CID000004917,CID000019090,C1257843,colitis pseudomembranous
CID000004917,CID000019090,C0011206,acute brain syndrome
CID000004917,CID000019090,C0003123,Anorexia
CID000004917,CID000019090,C0178879,obstructive uropathy
CID000004917,CID000019090,C0836924,increased platelet count
CID000004917,CID000019090,C0263912,rotator cuff syndrome
CID000004917,CID000019090,C0242379,lung neoplasm malignant
CID000004917,CID000019090,C0023467,Acute myeloblastic leukemia
CID000004917,CID000019090,C0013362,dysarthria
CID000004917,CID000019090,C0001126,renal tubular acidosis
CID000004917,CID000019090,C1145670,respiratory failure
CID000004917,CID000019090,C0037011,shoulder pain
CID000004917,CID000019090,C0039231,heart rate increased
CID000004917,CID000019090,C0040460,dental pain
CID000004917,CID000019090,C0040034,thrombocytopenia
CID000004917,CID000019090,C0019521,hiccough
CID000004917,CID000019090,C0026764,Multiple Myeloma
CID000004917,CID000019090,C0019151,hepatic encephalopathy
CID000004917,CID000019090,C0011175,dehydration
CID000004917,CID000019090,C0014118,endocarditis
CID000004917,CID000019090,C0035078,kidney failure
CID000004917,CID000019090,C0007785,cerebral infarct
CID000004917,CID000019090,C0013405,Dyspnoea paroxysmal nocturnal
CID000004917,CID000019090,C0013404,Difficulty breathing
CID000004917,CID000019090,C0020651,Hypotension Orthostatic
